cpu,real,situation
0.049,13.704,q1-mat-view-big-no-indexes-case:b
0.048,14.173,q1-mat-view-big-no-indexes-case:b
0.047,13.696,q1-mat-view-big-no-indexes-case:b
0.046,13.621,q1-mat-view-big-no-indexes-case:b
0.047,13.537,q1-mat-view-big-no-indexes-case:b
0.047,14.249,q1-mat-view-big-no-indexes-case:b
0.047,13.503,q1-mat-view-big-no-indexes-case:b
0.047,13.581,q1-mat-view-big-no-indexes-case:b
0.047,13.593,q1-mat-view-big-no-indexes-case:b
0.047,13.663,q1-mat-view-big-no-indexes-case:b
0.048,13.581,q1-mat-view-big-no-indexes-case:b
0.047,13.703,q1-mat-view-big-no-indexes-case:b
0.047,13.55,q1-mat-view-big-no-indexes-case:b
0.047,13.663,q1-mat-view-big-no-indexes-case:b
0.047,13.657,q1-mat-view-big-no-indexes-case:b
0.048,13.624,q1-mat-view-big-no-indexes-case:b
0.047,13.616,q1-mat-view-big-no-indexes-case:b
0.047,13.542,q1-mat-view-big-no-indexes-case:b
0.047,13.663,q1-mat-view-big-no-indexes-case:b
0.048,13.725,q1-mat-view-big-no-indexes-case:b
0.048,13.695,q1-mat-view-big-no-indexes-case:b
0.048,13.726,q1-mat-view-big-no-indexes-case:b
0.047,13.719,q1-mat-view-big-no-indexes-case:b
0.048,13.657,q1-mat-view-big-no-indexes-case:b
0.047,13.62,q1-mat-view-big-no-indexes-case:b
0.047,13.597,q1-mat-view-big-no-indexes-case:b
0.047,13.738,q1-mat-view-big-no-indexes-case:b
0.047,13.62,q1-mat-view-big-no-indexes-case:b
0.047,13.565,q1-mat-view-big-no-indexes-case:b
0.047,13.628,q1-mat-view-big-no-indexes-case:b
0.047,13.73,q1-mat-view-big-no-indexes-case:b
0.047,13.63,q1-mat-view-big-no-indexes-case:b
0.048,13.65,q1-mat-view-big-no-indexes-case:b
0.046,13.645,q1-mat-view-big-no-indexes-case:b
0.047,13.656,q1-mat-view-big-no-indexes-case:b
0.046,13.677,q1-mat-view-big-no-indexes-case:b
0.047,13.675,q1-mat-view-big-no-indexes-case:b
0.047,13.56,q1-mat-view-big-no-indexes-case:b
0.047,13.548,q1-mat-view-big-no-indexes-case:b
0.047,13.812,q1-mat-view-big-no-indexes-case:b
0.047,13.457,q1-mat-view-big-no-indexes-case:b
0.047,13.619,q1-mat-view-big-no-indexes-case:b
0.047,13.708,q1-mat-view-big-no-indexes-case:b
0.048,13.6,q1-mat-view-big-no-indexes-case:b
0.047,13.62,q1-mat-view-big-no-indexes-case:b
0.048,13.582,q1-mat-view-big-no-indexes-case:b
0.048,13.536,q1-mat-view-big-no-indexes-case:b
0.048,13.588,q1-mat-view-big-no-indexes-case:b
0.047,13.585,q1-mat-view-big-no-indexes-case:b
0.047,13.584,q1-mat-view-big-no-indexes-case:b
0.047,13.615,q1-mat-view-big-no-indexes-case:b
0.047,13.708,q1-mat-view-big-no-indexes-case:b
0.047,13.672,q1-mat-view-big-no-indexes-case:b
0.048,13.595,q1-mat-view-big-no-indexes-case:b
0.046,13.609,q1-mat-view-big-no-indexes-case:b
0.047,13.537,q1-mat-view-big-no-indexes-case:b
0.048,13.592,q1-mat-view-big-no-indexes-case:b
0.047,13.49,q1-mat-view-big-no-indexes-case:b
0.046,13.483,q1-mat-view-big-no-indexes-case:b
0.046,13.52,q1-mat-view-big-no-indexes-case:b
0.046,13.517,q1-mat-view-big-no-indexes-case:b
0.047,13.777,q1-mat-view-big-no-indexes-case:b
0.048,13.564,q1-mat-view-big-no-indexes-case:b
0.046,13.623,q1-mat-view-big-no-indexes-case:c
0.047,13.573,q1-mat-view-big-no-indexes-case:c
0.048,14.414,q1-mat-view-big-no-indexes-case:c
0.047,13.584,q1-mat-view-big-no-indexes-case:c
0.047,13.501,q1-mat-view-big-no-indexes-case:c
0.048,13.492,q1-mat-view-big-no-indexes-case:c
0.048,13.608,q1-mat-view-big-no-indexes-case:c
0.047,13.661,q1-mat-view-big-no-indexes-case:c
0.047,13.64,q1-mat-view-big-no-indexes-case:c
0.047,13.616,q1-mat-view-big-no-indexes-case:c
0.047,14.585,q1-mat-view-big-no-indexes-case:c
0.048,13.569,q1-mat-view-big-no-indexes-case:c
0.047,13.606,q1-mat-view-big-no-indexes-case:c
0.048,13.577,q1-mat-view-big-no-indexes-case:c
0.047,13.575,q1-mat-view-big-no-indexes-case:c
0.047,13.554,q1-mat-view-big-no-indexes-case:c
0.048,13.671,q1-mat-view-big-no-indexes-case:c
0.048,13.591,q1-mat-view-big-no-indexes-case:c
0.047,13.552,q1-mat-view-big-no-indexes-case:c
0.047,13.673,q1-mat-view-big-no-indexes-case:c
0.047,13.508,q1-mat-view-big-no-indexes-case:c
0.047,13.588,q1-mat-view-big-no-indexes-case:c
0.047,13.645,q1-mat-view-big-no-indexes-case:c
0.047,14.478,q1-mat-view-big-no-indexes-case:c
0.046,13.542,q1-mat-view-big-no-indexes-case:c
0.046,13.623,q1-mat-view-big-no-indexes-case:c
0.048,13.679,q1-mat-view-big-no-indexes-case:c
0.048,13.68,q1-mat-view-big-no-indexes-case:c
0.047,13.523,q1-mat-view-big-no-indexes-case:c
0.047,13.522,q1-mat-view-big-no-indexes-case:c
0.046,13.596,q1-mat-view-big-no-indexes-case:c
0.047,13.56,q1-mat-view-big-no-indexes-case:c
0.047,13.57,q1-mat-view-big-no-indexes-case:c
0.047,13.535,q1-mat-view-big-no-indexes-case:c
0.048,13.537,q1-mat-view-big-no-indexes-case:c
0.047,13.669,q1-mat-view-big-no-indexes-case:c
0.048,13.493,q1-mat-view-big-no-indexes-case:c
0.047,13.511,q1-mat-view-big-no-indexes-case:c
0.047,13.67,q1-mat-view-big-no-indexes-case:c
0.048,13.428,q1-mat-view-big-no-indexes-case:c
0.046,13.561,q1-mat-view-big-no-indexes-case:c
0.047,13.64,q1-mat-view-big-no-indexes-case:c
0.047,13.589,q1-mat-view-big-no-indexes-case:c
0.047,13.686,q1-mat-view-big-no-indexes-case:c
0.047,13.532,q1-mat-view-big-no-indexes-case:c
0.048,13.534,q1-mat-view-big-no-indexes-case:c
0.048,13.612,q1-mat-view-big-no-indexes-case:c
0.047,13.505,q1-mat-view-big-no-indexes-case:c
0.047,13.583,q1-mat-view-big-no-indexes-case:c
0.047,13.609,q1-mat-view-big-no-indexes-case:c
0.046,13.62,q1-mat-view-big-no-indexes-case:c
0.047,13.621,q1-mat-view-big-no-indexes-case:c
0.047,13.523,q1-mat-view-big-no-indexes-case:c
0.048,13.594,q1-mat-view-big-no-indexes-case:c
0.047,13.601,q1-mat-view-big-no-indexes-case:c
0.048,13.449,q1-mat-view-big-no-indexes-case:c
0.047,13.58,q1-mat-view-big-no-indexes-case:c
0.047,13.612,q1-mat-view-big-no-indexes-case:c
0.047,13.637,q1-mat-view-big-no-indexes-case:c
0.049,13.499,q1-mat-view-big-no-indexes-case:c
0.046,13.615,q1-mat-view-big-no-indexes-case:c
0.047,13.563,q1-mat-view-big-no-indexes-case:c
0.048,13.577,q1-mat-view-big-no-indexes-case:c
0.046,13.651,q1-mat-view-big-no-indexes-case:c
0.047,13.613,q1-mat-view-big-no-indexes-case:c
0.048,13.59,q1-mat-view-big-no-indexes-case:c
0.047,13.61,q1-mat-view-big-no-indexes-case:c
0.047,13.575,q1-mat-view-big-no-indexes-case:c
0.047,13.569,q1-mat-view-big-no-indexes-case:c
0.047,13.519,q1-mat-view-big-no-indexes-case:c
0.047,13.603,q1-mat-view-big-no-indexes-case:c
0.048,13.574,q1-mat-view-big-no-indexes-case:c
0.047,13.51,q1-mat-view-big-no-indexes-case:c
0.048,13.519,q1-mat-view-big-no-indexes-case:c
0.047,13.641,q1-mat-view-big-no-indexes-case:c
0.047,0.084,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.047,0.051,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.047,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.047,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.047,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.051,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.051,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.047,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.047,0.05,q3-mat-view-big-no-indexes-case:a
0.047,0.051,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.047,0.051,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.045,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.045,0.049,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.05,q3-mat-view-big-no-indexes-case:a
0.046,0.068,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.047,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.047,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.047,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.045,0.049,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.047,0.05,q3-mat-view-big-no-indexes-case:b
0.047,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.046,0.05,q3-mat-view-big-no-indexes-case:b
0.05,0.082,q3-mat-view-big-no-indexes-case:c
0.054,0.057,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.048,0.051,q3-mat-view-big-no-indexes-case:c
0.047,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.047,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.047,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.047,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.049,q3-mat-view-big-no-indexes-case:c
0.046,0.049,q3-mat-view-big-no-indexes-case:c
0.045,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,0.05,q3-mat-view-big-no-indexes-case:c
0.046,39.526,q1-mat-view-big-indexes-case:a
0.046,4.053,q1-mat-view-big-indexes-case:a
0.047,4.026,q1-mat-view-big-indexes-case:a
0.047,4.029,q1-mat-view-big-indexes-case:a
0.048,4.043,q1-mat-view-big-indexes-case:a
0.046,4.025,q1-mat-view-big-indexes-case:a
0.046,4.028,q1-mat-view-big-indexes-case:a
0.047,4.024,q1-mat-view-big-indexes-case:a
0.048,4.03,q1-mat-view-big-indexes-case:a
0.047,4.016,q1-mat-view-big-indexes-case:a
0.049,4.015,q1-mat-view-big-indexes-case:a
0.046,4.019,q1-mat-view-big-indexes-case:a
0.047,4.03,q1-mat-view-big-indexes-case:a
0.047,4.034,q1-mat-view-big-indexes-case:a
0.048,4.03,q1-mat-view-big-indexes-case:a
0.048,4.029,q1-mat-view-big-indexes-case:a
0.047,4.035,q1-mat-view-big-indexes-case:a
0.047,4.022,q1-mat-view-big-indexes-case:a
0.047,4.017,q1-mat-view-big-indexes-case:a
0.048,4.029,q1-mat-view-big-indexes-case:a
0.048,4.032,q1-mat-view-big-indexes-case:a
0.048,4.023,q1-mat-view-big-indexes-case:a
0.047,4.028,q1-mat-view-big-indexes-case:a
0.047,4.02,q1-mat-view-big-indexes-case:a
0.048,4.017,q1-mat-view-big-indexes-case:a
0.047,4.035,q1-mat-view-big-indexes-case:a
0.047,4.017,q1-mat-view-big-indexes-case:a
0.047,4.033,q1-mat-view-big-indexes-case:a
0.047,4.026,q1-mat-view-big-indexes-case:a
0.047,4.033,q1-mat-view-big-indexes-case:a
0.046,4.021,q1-mat-view-big-indexes-case:a
0.048,4.033,q1-mat-view-big-indexes-case:a
0.047,4.021,q1-mat-view-big-indexes-case:a
0.047,4.032,q1-mat-view-big-indexes-case:a
0.047,4.03,q1-mat-view-big-indexes-case:a
0.048,4.03,q1-mat-view-big-indexes-case:a
0.047,4.027,q1-mat-view-big-indexes-case:a
0.047,4.024,q1-mat-view-big-indexes-case:a
0.047,4.039,q1-mat-view-big-indexes-case:a
0.048,4.04,q1-mat-view-big-indexes-case:a
0.047,4.023,q1-mat-view-big-indexes-case:a
0.047,4.023,q1-mat-view-big-indexes-case:a
0.047,4.012,q1-mat-view-big-indexes-case:a
0.047,4.04,q1-mat-view-big-indexes-case:a
0.047,4.031,q1-mat-view-big-indexes-case:a
0.047,4.034,q1-mat-view-big-indexes-case:a
0.047,4.039,q1-mat-view-big-indexes-case:a
0.047,4.027,q1-mat-view-big-indexes-case:a
0.047,4.042,q1-mat-view-big-indexes-case:a
0.047,4.018,q1-mat-view-big-indexes-case:a
0.047,4.034,q1-mat-view-big-indexes-case:a
0.047,4.041,q1-mat-view-big-indexes-case:a
0.048,4.055,q1-mat-view-big-indexes-case:a
0.047,4.028,q1-mat-view-big-indexes-case:a
0.047,4.022,q1-mat-view-big-indexes-case:a
0.046,4.024,q1-mat-view-big-indexes-case:a
0.047,4.028,q1-mat-view-big-indexes-case:a
0.047,4.03,q1-mat-view-big-indexes-case:a
0.047,4.019,q1-mat-view-big-indexes-case:a
0.047,4.042,q1-mat-view-big-indexes-case:a
0.047,4.034,q1-mat-view-big-indexes-case:a
0.048,4.031,q1-mat-view-big-indexes-case:a
0.048,4.028,q1-mat-view-big-indexes-case:a
0.047,4.044,q1-mat-view-big-indexes-case:a
0.047,4.031,q1-mat-view-big-indexes-case:a
0.047,4.031,q1-mat-view-big-indexes-case:a
0.048,4.043,q1-mat-view-big-indexes-case:a
0.048,4.025,q1-mat-view-big-indexes-case:a
0.048,4.036,q1-mat-view-big-indexes-case:a
0.047,4.033,q1-mat-view-big-indexes-case:a
0.047,4.034,q1-mat-view-big-indexes-case:a
0.047,4.032,q1-mat-view-big-indexes-case:a
0.047,4.049,q1-mat-view-big-indexes-case:a
0.048,4.025,q1-mat-view-big-indexes-case:a
0.047,4.022,q1-mat-view-big-indexes-case:a
0.047,26.085,q1-mat-view-big-indexes-case:b
0.047,9.895,q1-mat-view-big-indexes-case:b
0.046,4.03,q1-mat-view-big-indexes-case:b
0.047,4.024,q1-mat-view-big-indexes-case:b
0.047,4.021,q1-mat-view-big-indexes-case:b
0.047,4.02,q1-mat-view-big-indexes-case:b
0.047,4.021,q1-mat-view-big-indexes-case:b
0.046,4.027,q1-mat-view-big-indexes-case:b
0.047,4.032,q1-mat-view-big-indexes-case:b
0.046,4.015,q1-mat-view-big-indexes-case:b
0.047,4.035,q1-mat-view-big-indexes-case:b
0.046,4.02,q1-mat-view-big-indexes-case:b
0.047,4.032,q1-mat-view-big-indexes-case:b
0.046,4.067,q1-mat-view-big-indexes-case:b
0.047,4.03,q1-mat-view-big-indexes-case:b
0.047,4.033,q1-mat-view-big-indexes-case:b
0.047,4.041,q1-mat-view-big-indexes-case:b
0.048,4.041,q1-mat-view-big-indexes-case:b
0.046,4.033,q1-mat-view-big-indexes-case:b
0.047,4.041,q1-mat-view-big-indexes-case:b
0.047,4.033,q1-mat-view-big-indexes-case:b
0.046,4.033,q1-mat-view-big-indexes-case:b
0.047,4.034,q1-mat-view-big-indexes-case:b
0.047,4.032,q1-mat-view-big-indexes-case:b
0.047,4.031,q1-mat-view-big-indexes-case:b
0.048,4.025,q1-mat-view-big-indexes-case:b
0.047,4.032,q1-mat-view-big-indexes-case:b
0.046,4.021,q1-mat-view-big-indexes-case:b
0.047,4.035,q1-mat-view-big-indexes-case:b
0.046,4.023,q1-mat-view-big-indexes-case:b
0.047,4.028,q1-mat-view-big-indexes-case:b
0.046,4.017,q1-mat-view-big-indexes-case:b
0.048,4.025,q1-mat-view-big-indexes-case:b
0.048,4.038,q1-mat-view-big-indexes-case:b
0.047,4.03,q1-mat-view-big-indexes-case:b
0.047,4.031,q1-mat-view-big-indexes-case:b
0.048,4.029,q1-mat-view-big-indexes-case:b
0.047,4.027,q1-mat-view-big-indexes-case:b
0.049,4.035,q1-mat-view-big-indexes-case:b
0.047,4.024,q1-mat-view-big-indexes-case:b
0.047,4.023,q1-mat-view-big-indexes-case:b
0.047,4.039,q1-mat-view-big-indexes-case:b
0.047,4.029,q1-mat-view-big-indexes-case:b
0.047,4.039,q1-mat-view-big-indexes-case:b
0.047,4.025,q1-mat-view-big-indexes-case:b
0.047,4.024,q1-mat-view-big-indexes-case:b
0.047,4.027,q1-mat-view-big-indexes-case:b
0.047,4.024,q1-mat-view-big-indexes-case:b
0.047,4.026,q1-mat-view-big-indexes-case:b
0.046,4.034,q1-mat-view-big-indexes-case:b
0.047,4.031,q1-mat-view-big-indexes-case:b
0.046,4.02,q1-mat-view-big-indexes-case:b
0.048,4.041,q1-mat-view-big-indexes-case:b
0.047,4.029,q1-mat-view-big-indexes-case:b
0.047,4.024,q1-mat-view-big-indexes-case:b
0.046,4.025,q1-mat-view-big-indexes-case:b
0.047,4.022,q1-mat-view-big-indexes-case:b
0.047,4.022,q1-mat-view-big-indexes-case:b
0.048,4.045,q1-mat-view-big-indexes-case:b
0.047,4.029,q1-mat-view-big-indexes-case:b
0.048,4.03,q1-mat-view-big-indexes-case:b
0.047,4.022,q1-mat-view-big-indexes-case:b
0.047,4.023,q1-mat-view-big-indexes-case:b
0.047,4.028,q1-mat-view-big-indexes-case:b
0.047,4.027,q1-mat-view-big-indexes-case:b
0.046,4.025,q1-mat-view-big-indexes-case:b
0.047,4.037,q1-mat-view-big-indexes-case:b
0.047,4.022,q1-mat-view-big-indexes-case:b
0.047,4.027,q1-mat-view-big-indexes-case:b
0.048,4.037,q1-mat-view-big-indexes-case:b
0.047,4.035,q1-mat-view-big-indexes-case:b
0.047,4.019,q1-mat-view-big-indexes-case:b
